term,diff
labor,-4.095179790603823e-05
rule,-3.619776278397332e-05
area,-3.617203065076497e-05
border people,-3.2507820653146816e-05
world country,-3.180682569775626e-05
horrible,-3.1062293058032914e-05
united state,-3.009629227011812e-05
unity,-3.0031344519802793e-05
moment,-2.9047710798244084e-05
almighty,-2.723504606344507e-05
hero,-2.6622289289735196e-05
tent,-2.0815748352708344e-05
dear,-2.0311901750869792e-05
children,-1.9068303660945362e-05
way,-1.8217418208011683e-05
people job,-1.7717009363752984e-05
good luck,-1.7281646809241217e-05
privilege,-1.721253729731749e-05
water,-1.6632775252571163e-05
attack,-1.4382179946545361e-05
purpose,-7.386358325038817e-06
injustice,-4.369031918498008e-06
class,3.1750644550500307e-07
answer,8.529154212781392e-07
worker,1.971335002629287e-06
process,3.60414140208507e-06
million,7.737310898982188e-06
american tax,7.803670199332032e-06
event,1.3984993692266906e-05
kingdom,1.920487553596132e-05
fear,1.987027432713746e-05
grace,2.0284559722481713e-05
suffering,2.4756697489235657e-05
vice,2.4792055012742018e-05
birth,2.583704191739519e-05
god god,2.7611953366255058e-05
prison,3.1699466173484684e-05
dad,4.1286734737807946e-05
point,4.3340088971501934e-05
win,4.818558422398122e-05
patriotic,4.92812071755021e-05
entire,4.938672820658683e-05
secure border,4.9534361033048134e-05
religious,5.37549346267158e-05
ignorant,5.429924077010367e-05
clean,5.535523394815917e-05
police,5.536171425269288e-05
mistake,5.817035971289599e-05
adult,6.0127102222178844e-05
actual,6.34863732085195e-05
fact,6.36101011758396e-05
behalf,6.642775198133856e-05
jesus,6.66188884642675e-05
action,6.682533792749953e-05
justice,6.870727405298939e-05
job americans,6.873995385645525e-05
cause,6.915675046474006e-05
advantage,6.94336659495423e-05
mighty,7.132308229347394e-05
star,7.50627208425144e-05
christian,7.572622099468861e-05
stuff,7.71457272929157e-05
social security,7.937400969884481e-05
gop,8.05605253077086e-05
medical care,8.926506219877184e-05
wife,9.050198115199341e-05
sacrifice,9.270874543414122e-05
path,9.296948575768536e-05
people freedom,9.311455250229759e-05
good country,9.568401869716335e-05
work,9.802597159010856e-05
table,9.877364694905257e-05
awesome,9.9803989648207e-05
hallelujah,0.00010145406677715315
moral,0.00010225481265824308
pandemic,0.00010329519190490646
country people,0.00010382535752100075
word,0.00010420393093448486
family country,0.00011112594461246925
country safe,0.00011511333612974266
america good,0.00011543019485383253
company,0.00011553604157616847
short,0.00012062489925575537
america country,0.00012115669336829418
nation people,0.00012223121850790165
risk,0.0001277669698020983
night,0.00012968907825239908
revolution,0.0001322591796004636
defense,0.00013856217675985058
mandate,0.00013909960609081724
hungry,0.00013915369913845117
covid,0.0001403311194901096
people right,0.00014115082794119514
business,0.00014138995603061558
blue,0.00014337517253070766
immigrant country,0.00014390249858853526
sake,0.00014605664158626793
americas,0.00014656389419075155
liberal,0.00014674127026683868
future,0.00014806709000994046
eye,0.00014832965632904818
lord jesus,0.00015427569865130645
british,0.00015646748537021774
legal way,0.00015933617484713817
america freedom,0.00016124147693766775
sick,0.00016221059172755745
face,0.0001634302510992665
news,0.00017054217116778728
example,0.00017190313799262985
legal immigrant,0.00017346666470407753
rest world,0.00018036358409271794
independence,0.00018037237413049952
line,0.00018381235730153774
identity,0.000184675720563435
common sense,0.0001852663288006279
politic,0.00018556822553491962
young people,0.00018810644122128233
main,0.0001970204309863568
debt,0.00019871193462099558
people texas,0.00019879360824440076
health care,0.00020057528254221817
working,0.00020216742249085722
month,0.00020336805378057678
ability,0.00020918247939653053
present,0.00021359590044821
good job,0.00021665212118126973
huge,0.00021706193477844795
energy,0.00021872706598353856
woman right,0.000224683420913476
week,0.00022500439057841271
creation,0.0002269735252192509
proper,0.0002297070538093357
stupid,0.00023585928579202724
savior,0.00023610573447600325
protest,0.00023898907012635112
plan,0.00023972650869430814
hope,0.0002451801630652252
general,0.000246476767301725
vice president,0.00025087012901509466
homeless people,0.0002521474964194987
protection,0.00025349622884793645
local,0.0002559921472370468
fellow,0.0002583037712095178
child child,0.00025995200492070434
reality,0.00026109766507999895
simple,0.00026513558916968786
nonsense,0.00026774822308546335
important,0.00026821187264869416
right way,0.00026961880041204383
cost,0.00027164246475102434
number,0.00027307233843352325
middle,0.0002794226779450833
god man,0.0002799459129963364
speech,0.0002801704446758291
great nation,0.0002809912288773492
income,0.00028149394821170963
free world,0.00028412870501908204
role,0.0002884757789905288
civil war,0.0002899154154681709
independent,0.00029084285649167113
civil,0.00029098418853419053
harm,0.00029711525603972244
interested,0.0002975297500419326
wtf,0.0002996485078294246
voting,0.0003022113310142757
combat,0.0003041237035536004
matter,0.0003060126736298115
price,0.00031043343950328786
love god,0.0003144693194457932
daily,0.00031908542965610105
bad,0.00032216588859420095
question,0.00032221267495479117
right,0.00032687344690765334
step,0.00032743548722612045
belief,0.0003284830437127786
middle class,0.0003285370843890592
salvation,0.0003291253465660185
president donald,0.00033034726274271174
bless,0.00033053017935154197
activity,0.0003321774450968676
flag,0.00033356503186517225
year old,0.0003346389456917772
canadian,0.00033469172335179385
safety,0.0003350280417202989
board,0.0003368187772568879
rule law,0.00033781438943487587
gay,0.00034010292342328066
sense,0.00034027381324288567
govt,0.0003465251702285592
mind,0.0003484884091836105
tax citizen,0.000348794281601935
let,0.00035115727296624797
act,0.0003538502256615445
dangerous,0.0003553826465955927
people law,0.00035815398660787195
cartel,0.0003647438531031421
wrong,0.00036735667473080866
national security,0.0003676382523197323
mean,0.0003677302525615045
trump president,0.0003689773768823799
americans america,0.00037068385390013345
care,0.0003719591018753691
choice,0.00037631531959005874
check,0.0003808941129844525
sovereign,0.000382915628459222
goodness,0.0003875765133515584
true,0.0003915222681248006
citizen united,0.00039313232194811837
money american,0.0003936728232467362
biden president,0.0003958355165302261
thank,0.0004011560570595196
courage,0.0004050281443886909
people people,0.00040648582079431624
true american,0.00041141866786158183
bless america,0.0004126962955441903
time people,0.00041374243911790554
vet,0.0004217360535872424
ice,0.000422895793184803
concern,0.0004256011531803951
enforcement,0.0004258324304995331
law enforcement,0.0004258324304995331
president america,0.00042604675532436346
day,0.0004264474813571416
righteous,0.00043002511815878446
lord god,0.00043683377484233414
free country,0.00044170495845030584
phone,0.0004445739669814055
loan,0.00044964826246478794
self,0.0004502039782393087
ashamed,0.0004502501004239487
country law,0.0004533695767750556
responsible,0.0004566763526817285
americans country,0.00045997699481186414
ball,0.00046063511038691314
light,0.00046251370432112313
constitution united,0.0004627716598561222
clear,0.00046461269427119304
low,0.00046521367108552116
capital,0.00046720473979712155
god country,0.000469270020130154
greg abbott,0.00046971943264583594
ukraine border,0.00047054066728228545
prosperity,0.00047182780383391314
save,0.00047445388376451703
tired,0.0004779185074013845
term,0.00047800036903618867
texas governor,0.00047864790189876695
billion,0.00047889945804370466
voter,0.00047916382916464233
constituent,0.00048322569462530654
america citizen,0.00048679379049833423
angry,0.0004869176885203212
book,0.0004869808538903933
honesty,0.0004953542890149638
threat,0.0004954413850188793
parent,0.0004979071501283782
biden american,0.000499185120145112
wicked,0.0004999478745026695
representation,0.0005013060540201481
message,0.0005022206896070044
pocket,0.0005058288798220812
current,0.0005066659164823284
college,0.0005070708288380157
law country,0.0005070799796729293
secure,0.0005082442261010618
country,0.0005086050142082896
armed,0.0005091832767225418
immigration law,0.0005123454854897504
wisdom,0.0005142197211519934
president united,0.0005179971686585031
american border,0.0005204672472427437
gender,0.0005211151610310914
property,0.0005216663325104875
god bless,0.0005221381694771837
willing,0.0005222028947247535
america american,0.0005229822571852086
inflation,0.0005287911587364992
best,0.0005291503192933515
disaster,0.0005292798078763691
folk,0.0005293934776599773
washington,0.0005345792653585361
stand,0.0005352769005117713
people united,0.0005355767269796137
integrity,0.0005394448609401337
illegal country,0.0005400641635299971
ben,0.0005403579678155094
america god,0.0005430177382418251
corruption,0.0005438443281233999
regime,0.0005490637457907951
stop,0.000549149190654082
violation,0.0005560983106528833
dollar,0.0005562914625171409
foreign domestic,0.0005565733167901671
destruction,0.0005579201668562579
disgrace,0.0005591871094658422
legal citizen,0.000559352827357252
promise,0.0005601206298017934
evil,0.0005601763160108441
tyrannical,0.0005692683708826827
admin,0.000569733828076912
people biden,0.0005708278402319481
idea,0.0005720660687869741
medium,0.0005736166930967745
law constitution,0.0005773407276953946
crime,0.0005831142310683385
texan,0.0005852118698904474
trump border,0.0005859109366567139
anti,0.0005899213373443924
socialism,0.0005919811306785536
guard,0.0005927059476898799
fool,0.0005928301075059857
fellow americans,0.0005944303357271311
terrorist,0.0005961255695492564
rights,0.0006009904960466058
mr,0.0006045940194737404
fund,0.000617270614495937
alien,0.0006226756585813862
borders,0.0006269388539879788
free speech,0.0006286405788440731
left,0.0006318712411903653
house senate,0.0006413047470907557
people america,0.0006424210996639841
ally,0.0006466355984836045
border country,0.0006521062111143007
senior,0.0006578330083216924
clown,0.000660479451023288
welfare,0.0006626223897681597
hispanic,0.0006643572717985276
trust,0.0006731717959145571
border wall,0.0006739573101974685
president biden,0.0006766179173258002
administration american,0.0006880681133855056
god sake,0.0006891245574146812
greg,0.0006970708299932984
president country,0.0006986368427656155
right thing,0.0007018866813032398
supreme,0.0007055911879421123
texans,0.0007077418419773555
people government,0.0007118836750947358
midterm,0.0007162317884169376
accountability,0.0007209235467705688
satan,0.0007259344552005599
law order,0.0007431290718020341
school,0.0007462876541859101
sane,0.0007467366898780504
great country,0.0007514916860120582
order,0.0007567211396405015
democrats country,0.0007594136040975085
ron,0.0007649337024181762
bs,0.0007699246076610206
oil,0.0007725212280902097
lie,0.0007728706295472886
treasonous,0.0007747019329249226
loyal,0.000775052251750853
border state,0.0007751380599086657
mayorkas,0.0007812523542742548
american taxpayer,0.0007931929309560781
bible,0.0008046096470426525
people border,0.0008054707536638474
domestic,0.0008073400568329691
biden country,0.0008143676316513971
dem,0.0008155970636874151
usa citizen,0.0008177344553936464
chief,0.0008210619654699059
biden harris,0.0008214338565901409
white house,0.0008238154853207195
tax dollar,0.0008422772576377943
idiot,0.0008457673866813006
conservative,0.0008518514211457612
leadership,0.0008530116314258237
representative,0.0008572742606060776
official,0.0008605280868681125
embarrassment,0.0008617048545980886
red,0.0008719362207823263
leader,0.0008745111321425219
charge,0.0008783094617572829
lord,0.0008994380924829759
socialist,0.0008999233042179174
open border,0.0009011422902281639
senator,0.0009041617092286078
donald trump,0.0009088912341208901
hell,0.0009108356269696102
government people,0.0009117193190111898
open,0.0009192563352428053
constitutional right,0.0009229997598648339
brandon,0.0009264090356264833
tax money,0.000927797152849543
chip,0.0009308632755225136
country border,0.0009411011970041803
danger,0.0009417980075860207
americans border,0.0009438173356223359
failure,0.0009471259939526464
agent,0.0009522059756631935
biden america,0.0009562801105504879
voice,0.0009571074367268602
federal government,0.0009688327284546241
border control,0.0009770353059774018
donald,0.0009829219973856225
illegal immigrant,0.000995490615802722
jail,0.0010002893793675408
roy,0.0010012475052591516
drug,0.001002688562244113
court,0.0010054920816449848
judge,0.0010067134235513977
payer,0.0010107055010778094
mess,0.0010150900898936352
god america,0.001016803511096926
democratic,0.0010180044857086858
health,0.0010181366204072085
title,0.001021277625592903
tax payer,0.001022937876834734
invasion,0.0010315009561440635
pelosi,0.0010337375292952275
abbot,0.0010339959299043118
money,0.0010416330988044283
communist,0.0010516239618735374
republican,0.0010629500181500648
tyranny,0.001063828490026393
america americans,0.001085185208511546
abortion,0.0010855030061302708
nation,0.0010958898682892739
america people,0.001100327612242465
gun,0.0011027926586517972
american citizens,0.0011335003759719972
disney,0.0011421819350121
matt,0.0011594783399052502
governor abbott,0.001168596907070169
republicans,0.0011770905481190187
liberty,0.0012019513197575817
obama,0.0012063547376176137
accountable,0.0012139954383987438
national,0.0012162206073619733
senate,0.0012184809124055223
agenda,0.0012248917535789732
border patrol,0.001238656709144061
dc,0.0012681023063578596
security,0.0012746246557338373
gov,0.0013124522878620204
florida,0.0013822384998650676
oath office,0.0013843615790731197
public,0.0013884919190634971
southern border,0.0014135680685750953
party,0.001427375883633241
taxis,0.0014605092900095912
power,0.0014820251340666953
vote,0.00148798443146354
democrat,0.001504645758453637
patriots,0.0015290001602427453
service,0.0015305398781664307
america great,0.001535977702918989
house,0.001557399630695216
southern,0.0015680714720211666
crap,0.0015784231629046611
patrol,0.0016186165486356831
policy,0.0016479512016121496
states america,0.0016517709538069727
harris,0.0016609923590654018
free,0.0016752846875957928
politician,0.0016781886019542984
republic,0.0016811877466448356
impeachment,0.001682876255039881
citizens,0.001688831139638999
november,0.001708097193666775
enemy,0.0017125541499431983
control,0.0017129301285535507
congress,0.0017860793540583424
military,0.0018798799484661564
biden administration,0.0018894404484636428
sovereignty,0.002023973421382633
taxpayer,0.0020346532663269887
federal,0.0020955956131946565
amendment,0.0021132957077992873
constitutional,0.002159648287554116
veteran,0.002160839569499947
united,0.0021636948402917666
treason,0.0021866070267557397
impeach,0.0022008971604486113
boarder,0.002239486760755108
patriot,0.0022911235185906127
legal,0.0022918931245753493
joe biden,0.0022942911738021727
corrupt,0.0023255231352828803
united states,0.0023680173439165147
trucker,0.0023876920777568893
desantis,0.0024610029493974503
traitor,0.0025042561315451748
usa,0.002564851304570193
states,0.0025797889123414684
wall,0.002672108281957526
election,0.00268707460399648
american citizen,0.0027440146538107698
president trump,0.0027540104932752465
abbott,0.00300374054430486
criminal,0.0031384905349636748
joe,0.0031460210161251456
job,0.0032368945381284382
tax,0.0032429384569368823
duty,0.0032632579128836947
citizen,0.003316606436153521
government,0.003961976002954283
great,0.0040599111401989135
truth,0.004188110195909753
god,0.004470196527332972
office,0.004718360266381678
oath,0.004782017390726471
texas,0.005180517136398132
democrats,0.005572487395018524
governor,0.005626307944021156
illegal,0.006103312994984865
state,0.006306827551441579
constitution,0.007043159641606124
administration,0.00715459189203895
law,0.009647914485352984
president,0.010728613401103315
trump,0.011218895988297489
american people,0.011775398581464999
americans,0.012230470379594354
biden,0.014566638333018604
border,0.015409676154902269
america,0.016761666073303413
american,0.02105086702129534
